orgName,siteName,siteId,monitorBrand,monitorType,monitorName,monitorId,assetType,assetModel,assetSn,dcSize,acSize,diagnoId,installDate,faultCode,faultName,faultStartdate,faultEnddate,
Ku-ring-gai Council,Pymble Depot 2,5041024,sma,Proprietary,5 Suakin St - Depot 2 (Flat System),5041029,Inverter,STP 20000TL-30,1901277312,26.22,20000,100001001,2020-06-16 0:00:00,L1F012,Night-Time Generation,2022/01/26,2022/02/01,
Property NSW,Queanbeyan - 1 Farrer Place,22260529,fimer,Proprietary,Queanbeyan - 1 Farrer Place,25546391,Inverter,PVS-100-TL-OUTD,125807-3P80-2518,91.2,100000,25546391,2020-03-10 7:00:00,L1F011,Non-Zero Tripping,2022/12/13,2022/12/18,
Lake Macquarie City Council,Rathmines Community Hall,4ec7738b-553f-4311-b5e3-04c2d317b88f,switchdin,Third-Party,NaN,NaN,Gateway,NaN,NaN,15,NaN,0001c0271f15,NaN,L1F004,Recurring Underperformance,2022/04/16,2022/04/21,
Property NSW,PNSW - 66 Corporation Ave Robin Hill,25ff009a-8ee9-4096-9185-ff490a77c452,fronius,Proprietary,PNSW - 66 Corporation Ave Robin Hill,4422b5c8-01b0-423e-ba78-adc80044cf25,Inverter,FRONIUS Eco 27.0-3-S,31537591,32.89,27000,4422b5c8-01b0-423e-ba78-adc80044cf25,2021-10-21 0:00:00,L1F001,Generation Tripping,2023/01/07,2023/01/12,
Property NSW,PNSW - 66 Corporation Ave Robin Hill,25ff009a-8ee9-4096-9185-ff490a77c452,fronius,Proprietary,PNSW - 66 Corporation Ave Robin Hill,4422b5c8-01b0-423e-ba78-adc80044cf25,Inverter,FRONIUS Eco 27.0-3-S,31537591,32.89,27000,4422b5c8-01b0-423e-ba78-adc80044cf25,2021-10-21 0:00:00,L1F002,Generation Clipping,2023/04/21,2023/04/25,
Property NSW,PNSW - 66 Corporation Ave Robin Hill,25ff009a-8ee9-4096-9185-ff490a77c452,fronius,Proprietary,PNSW - 66 Corporation Ave Robin Hill,97b95278-5f7d-4076-97c2-adc80044cf3d,Inverter,FRONIUS Eco 27.0-3-S,31537588,32.89,27000,97b95278-5f7d-4076-97c2-adc80044cf3d,2021-10-21 0:00:00,L1F011,Non-Zero Tripping,2023/04/21,2023/04/27,
Ku-ring-gai Council,Roseville Arts Centre,f6063148-1c69-4fd7-938c-723d9b0ac375,sma,Proprietary,Roseville Arts centre,6ad57ed5-e798-4042-984f-f8b8733499f3,Inverter,STP 12000TL-10,2110478871,11.75,12000,987654360,2013-04-24 0:00:00,L1F004,Recurring Underperformance,2022/06/08,2022/06/14,
Ku-ring-gai Council,Roseville Community Centre,4489810,sma,Proprietary,Roseville Community Centre,4489818,Inverter,STP 15000TL-30,1901278963,16,15000,987654361,2020-04-30 0:00:00,L1F004,Recurring Underperformance,2023/05/19,2023/05/24,
Lake Macquarie City Council,Sal's Cafe,1c5f1cb3-8c68-40cf-a3fa-9082a5c276e3,switchdin,Third-Party,NaN,NaN,Gateway,NaN,NaN,12.6,NaN,0001c027539c,NaN,L1F004,Recurring Underperformance,2022/06/08,2022/06/13,
Inner West Council,Seaview Street Hall,023f5228-233d-40a7-8687-6747c661eb93,wattwatchers,Third-Party,Seaview Street Hall,DD74108188632,Smart Meter,NaN,NaN,7.26,NaN,D6AD-U80D-JFCQ-GCVE,NaN,L1F002,Generation Clipping,2022/11/17,2022/11/26,
Inner West Council,Seaview Street Hall,023f5228-233d-40a7-8687-6747c661eb93,wattwatchers,Third-Party,Seaview Street Hall,DD74108188632,Smart Meter,NaN,NaN,7.26,NaN,D6AD-U80D-JFCQ-GCVE,NaN,L1F004,Recurring Underperformance,2022/06/08,2022/06/12,
City of Canada Bay Council,Senior Citizens Centre,7533c4e5-21ed-4505-82eb-4df933a4df19,switchdin,Third-Party,NaN,NaN,Gateway,NaN,NaN,9.36,NaN,0001c02a5827,NaN,L1F011,Non-Zero Tripping,2022/02/13,2022/02/17,
Lake Macquarie City Council,Speers Point Park,d5b1593c-9ffb-4572-9f9d-90874461bd0e,switchdin,Third-Party,NaN,NaN,Gateway,NaN,NaN,21.24,NaN,b827eb7dd983,NaN,L1F002,Generation Clipping,2023/02/01,2023/02/08,
Lake Macquarie City Council,Speers Point Park,d5b1593c-9ffb-4572-9f9d-90874461bd0e,switchdin,Third-Party,NaN,NaN,Gateway,NaN,NaN,21.24,NaN,b827eb7dd983,NaN,L1F004,Recurring Underperformance,2022/06/08,2022/06/16,
Lake Macquarie City Council,St John's Oval - Charlestown,c425fe0e-05f6-4bfb-b30e-7418bb88dd85,switchdin,Third-Party,NaN,NaN,Gateway,NaN,NaN,50.4,NaN,b827eb6f4156,NaN,L1F002,Generation Clipping,2022/02/14,2022/02/18,
Property NSW,St Leonards - 1 Reserve Rd,8fec2135-b80e-404d-8b71-f59a111bf644,solaredge,Proprietary,NaN,NaN,Inverter,NaN,NaN,99.5,NaN,GD3Y-BNKK-T13S-285T,NaN,L1F004,Recurring Underperformance,2022/06/08,2022/06/15,
Property NSW,St Leonards - 1 Reserve Rd,8fec2135-b80e-404d-8b71-f59a111bf644,solaredge,Proprietary,NaN,NaN,Inverter,NaN,NaN,99.5,NaN,GD3Y-BNKK-T13S-285T,NaN,L1F002,Generation Clipping,2022/12/02,2022/12/06,
Inner West Council,St Peter's Depot,94b0ea0e-6e90-412d-b26d-3bbd44d5a8cf,wattwatchers,Third-Party,St Peter's depot Building B,DDB4108193339,Smart Meter,NaN,NaN,28.6,NaN,Z7LN-OMVW-6Y2B-XZHE,NaN,L1F012,Night-Time Generation,2022/11/17,2022/11/26,
Inner West Council,St Peter's Depot,94b0ea0e-6e90-412d-b26d-3bbd44d5a8cf,wattwatchers,Third-Party,St Peter's depot Building B,DDB4108193339,Smart Meter,NaN,NaN,28.6,NaN,Z7LN-OMVW-6Y2B-XZHE,NaN,L1F004,Recurring Underperformance,2022/06/11,2022/06/15,
Lake Macquarie City Council,Swansea Pool,81debcee-cb62-4f93-946a-7a17422d4b09,switchdin,Third-Party,NaN,NaN,Gateway,NaN,NaN,14.4,NaN,b827eb424fa6,NaN,L1F004,Recurring Underperformance,2022/06/08,2022/06/16,
City of Canada Bay Council,The Connection,6324276,sma,Proprietary,"The Connection, Rhodes",6324282,Inverter,STP 110-60,A20B2702482,99.46,110000,987654327,2021-03-30 0:00:00,L1F011,Non-Zero Tripping,2022/11/17,2022/11/21,
City of Canada Bay Council,The Connection,6324276,sma,Proprietary,"The Connection, Rhodes",6324282,Inverter,STP 110-60,A20B2702482,99.46,110000,987654327,2021-03-30 0:00:00,L1F004,Recurring Underperformance,2022/06/10,2022/06/16,
City of Canada Bay Council,The Connection,6324276,sma,Proprietary,"The Connection, Rhodes",6324282,Inverter,STP 110-60,A20B2702482,99.46,110000,987654327,2021-03-30 0:00:00,L1F012,Night-Time Generation,2022/06/04,2022/06/17,
Inner West Council,Tillman Park ELC,5e12f6e6-16a1-49bb-b979-c16647a89972,wattwatchers,Third-Party,Tillman Park ELC,DDC4108164056,Smart Meter,NaN,NaN,8.58,NaN,DX9L-JTRO-BWOE-659O,NaN,L1F004,Recurring Underperformance,2022/06/06,2022/06/19,
Inner West Council,Tom Foster,101d1590-6ed3-4769-b744-94c9270448ec,wattwatchers,Third-Party,Tom Foster Community Centre,DD34108928763,Smart Meter,NaN,NaN,24.9,NaN,DD34108928763,NaN,L1F004,Recurring Underperformance,2023/05/16,2023/05/24,
Inner West Council,Tom Foster,101d1590-6ed3-4769-b744-94c9270448ec,wattwatchers,Third-Party,Tom Foster Community Centre,DD34108928763,Smart Meter,NaN,NaN,24.9,NaN,DD34108928763,NaN,L1F000,No Data,2023/01/01,2023/05/01,
Lake Macquarie City Council,Toronto Commercial Center,76f86220-c5e7-4d48-aaf2-f2e1d9b0754b,switchdin,Third-Party,NaN,NaN,Gateway,NaN,NaN,87.375,NaN,0001c0271d4b,NaN,L1F004,Recurring Underperformance,2022/06/08,2022/06/17,
Lake Macquarie City Council,Toronto Commercial Center,76f86220-c5e7-4d48-aaf2-f2e1d9b0754b,switchdin,Third-Party,NaN,NaN,Gateway,NaN,NaN,87.375,NaN,0001c0271d4b,NaN,L1F011,Non-Zero Tripping,2022/11/05,2022/11/12,
Lake Macquarie City Council,Toronto MPC (6.3kW),ec37105a-0029-44ab-9a15-3ad3575e0c06,switchdin,Third-Party,NaN,NaN,Gateway,NaN,NaN,7.02,NaN,b827ebf056d2,NaN,L1F004,Recurring Underperformance,2022/06/08,2022/06/17,
Canterbury-Bankstown Council,CBCC - Vale of ah,1052799,sungrow,Proprietary,CBCC - Vale of ah,1052799_1_1_1,Inverter,SG15KTL-M,A2005051469,18.48,15000,1052799_1_1_1,2021-04-12 11:30:45,L1F004,Recurring Underperformance,2023/06/09,2023/06/18,
Woolworths,WOW DC ARDC SYSTEM I,e4d04508-e82a-452c-afa4-d845ab7814dd,sma,Proprietary,WOW DC ARDC SYSTEM I,6ed4eefc-ad16-4686-a7f9-b50e35e52958,Inverter,SHP75-10,139F5006861101N279,93.2,75000,6ed4eefc-ad16-4686-a7f9-b50e35e52958,2020-04-30 0:00:00,L1F002,Generation Clipping,2022/11/04,2022/11/11,
Woolworths,WOW DC ARDC SYSTEM I,e4d04508-e82a-452c-afa4-d845ab7814dd,sma,Proprietary,WOW DC ARDC SYSTEM I,6ed4eefc-ad16-4686-a7f9-b50e35e52958,Inverter,SHP75-10,139F5006861101N279,93.2,75000,6ed4eefc-ad16-4686-a7f9-b50e35e52958,2020-04-30 0:00:00,L1F003,Zero Generation,2022/12/07,2023/04/29,
Woolworths,WOW DC ARDC SYSTEM III,05b4f9b8-8da3-4ac9-9f5b-ccb1405110d5,sma,Proprietary,WOW DC ARDC SYSTEM III,53bd32be-4fef-4033-bed0-35ecb2b1a3a7,Inverter,SHP75-10,139F5006643501N189,95.76,75000,53bd32be-4fef-4033-bed0-35ecb2b1a3a7,2020-08-06 0:00:00,L1F002,Generation Clipping,2022/12/22,2023/01/12,
Woolworths,WOW DC Heathwood,1098974,sungrow,Proprietary,WOW DC Heathwood,1098974_1_3_19,Inverter,SG110CX,A2131201090,0.14,110000,1098974_1_3_19,2021-10-08 0:00:00,L1F003,Zero Generation,2023/04/08,2023/04/16,
Woolworths,WOW DC Wyong RDC,067182b0-4043-4e5e-929b-d61537b1041b,sungrow,Proprietary,WOW DC Wyong RDC,1163283_1_13_1,Inverter,NaN,NaN,126,NaN,1163283_1_13_1,NaN,L1F002,Generation Clipping,2023/01/13,2023/01/18,
Woolworths,WOW DC Wyong RDC,067182b0-4043-4e5e-929b-d61537b1041b,sungrow,Proprietary,WOW DC Wyong RDC,1163283_1_13_1,Inverter,NaN,NaN,126,NaN,1163283_1_13_1,NaN,L1F011,Non-Zero Tripping,2022/11/17,2022/11/21,
Woolworths,WOW NSW 1030 Wollongong,1185654,sungrow,Proprietary,WOW NSW 1030 Wollongong,1185654_1_3_1,Inverter,SG110CX,A2192503411,131.41,110000,1185654_1_3_1,2022-12-01 14:38:41,L1F002,Generation Clipping,2023/02/01,2023/02/05,
Woolworths,WOW NSW 1086 Mudgee,5949f74c-04ed-49de-b4b0-7f67c9eb9524,sma,Proprietary,WOW NSW 1086 Mudgee,a29e4bbd-2a8c-4c98-97bb-2dfaac3f18a5,Inverter,STP 60-10,139F5006757101N110,72.57,60000,a29e4bbd-2a8c-4c98-97bb-2dfaac3f18a5,2020-11-30 0:00:00,L1S001,Exemplar Data AC,2023/03/16,2023/03/20,
Woolworths,WOW NSW 1119 Nowra,6056758,sma,Proprietary,WOW NSW 1119 Nowra,6056766,Inverter,STP 15000TL-30,1901326031,16.65,15000,6056766,2020-12-08 0:00:00,L1F002,Generation Clipping,2022/11/17,2022/11/24,
Woolworths,WOW NSW 1120 Orange,5242873,sma,Proprietary,WOW NSW 1120 Orange,5242934,Inverter,STP 25000TL-30,1901370070,27.77,25000,5242934,2020-07-02 0:00:00,L1F011,Non-Zero Tripping,2022/11/30,2022/12/05,
Woolworths,WOW NSW 1123 Rosehill,6369350,sma,Proprietary,WOW NSW 1123 Rosehill,6369359,Inverter,STP 110-60,A20B2704591,112.5,110000,6369359,2021-04-19 0:00:00,L1F011,Non-Zero Tripping,2022/11/05,2022/11/10,
Woolworths,WOW NSW 1126 Cooma,1509087,sma,Proprietary,WOW NSW 1126 Cooma,1509100,Inverter,STP 25000TL-30,1901294993,27.77,25000,1509100,2019-08-14 0:00:00,L1F011,Non-Zero Tripping,2022/11/20,2022/11/26,
Woolworths,WOW NSW 1162 Bowral,1190208,sungrow,Proprietary,WOW NSW 1162 Bowral,1190208_1_3_1,Inverter,SG110CX,A21C3000324,131.87,110000,1190208_1_3_1,2022-12-16 11:07:58,L1F002,Generation Clipping,2023/03/05,2023/03/10,
Woolworths,WOW NSW 1168 Gunnedah,1158801,sungrow,Proprietary,WOW NSW 1168 Gunnedah,1158801_1_1_1,Inverter,SG110CX,A2182504014,124.8,110000,1158801_1_1_1,2022-07-29 10:33:33,L1F004,Recurring Underperformance,2023/03/16,2023/03/20,
Woolworths,WOW NSW 1181 Parkes,bf36ef0c-464c-457b-b871-f50462bf971b,sma,Proprietary,WOW NSW 1181 Parkes,f822ed99-ffd1-4e41-96c9-bea5731be3dd,Inverter,STP 60-10,139F5006752801N110,74.96,60000,f822ed99-ffd1-4e41-96c9-bea5731be3dd,2020-11-23 0:00:00,L1S001,Exemplar Data AC,2023/03/06,2023/03/10,
Woolworths,WOW NSW 1185 Camden,0b2340de-50ca-47f2-9e22-d32a7437b5c7,sma,Proprietary,WOW NSW 1185 Camden,9c1ed91e-d9e6-4597-b1c8-151c89b5450f,Inverter,STP 60-10,139F5009178001N118,66.64,60000,9c1ed91e-d9e6-4597-b1c8-151c89b5450f,2018-09-13 0:00:00,L1F003,Zero Generation,2022/11/17,2022/11/26,
Woolworths,WOW NSW 1188 Balmain,1149044,sungrow,Proprietary,WOW NSW 1188 Balmain,1149044_1_1_1,Inverter,SG110CX,A2151904407,99.84,110000,1149044_1_1_1,2022-06-06 14:27:18,L1F004,Recurring Underperformance,2023/05/01,2023/05/06,
Woolworths,WOW NSW 1191 Coonabarabran,4209572,sma,Proprietary,WOW NSW 1191 Coonabarabran,4209848,Inverter,STP 25000TL-30,1901369785,27.71,25000,4209848,2020-04-06 0:00:00,L1S001,Exemplar Data AC,2023/03/16,2023/03/20,
Woolworths,WOW NSW 1191 Coonabarabran,4209572,sma,Proprietary,WOW NSW 1191 Coonabarabran,4209851,Inverter,STP 25000TL-30,1901369207,27.71,25000,4209851,2020-04-06 0:00:00,L1F002,Generation Clipping,2022/12/14,2022/12/21,
Woolworths,WOW NSW 1196 Cootamundra,2204233,sma,Proprietary,WOW NSW 1196 Cootamundra,2204237,Inverter,STP 25000TL-30,1901297008,27.77,25000,2204237,2019-10-24 0:00:00,L1F011,Non-Zero Tripping,2022/11/28,2022/12/04,
Woolworths,WOW NSW 1221 Lakewood,f7a4652e-6a50-48ed-8746-cc4b78c37f35,sma,Proprietary,WOW NSW 1221 Lakewood,9947273,Inverter,NaN,NaN,134.2,NaN,9947273,NaN,L1F002,Generation Clipping,2023/02/15,2023/02/21,
Woolworths,WOW NSW 1221 Lakewood,f7a4652e-6a50-48ed-8746-cc4b78c37f35,sma,Proprietary,WOW NSW 1221 Lakewood,9947273,Inverter,NaN,NaN,134.2,NaN,9947273,NaN,L1F000,No Data,2022/01/01,2023/05/01,
Woolworths,WOW NSW 1242 Lithgow,1135711,sungrow,Proprietary,WOW NSW 1242 Lithgow,1135711_1_2_1,Inverter,SG110CX,A2190602178,137.77,110000,1135711_1_2_1,2022-03-10 0:00:00,L1F002,Generation Clipping,2023/03/05,2023/03/10,
Woolworths,WOW NSW 1254 Temora Stage 1,5795667,sma,Proprietary,WOW NSW 1254 Temora Stage 1,5795713,Inverter,STP 15000TL-30,1901371389,16.66,15000,5795713,2020-08-17 0:00:00,L1F011,Non-Zero Tripping,2022/11/29,2022/12/04,
Woolworths,WOW NSW 1259 Glen Innes,1ba30cdb-67a1-4633-9e78-8bbac9adbf18,sma,Proprietary,WOW NSW 1259 Glen Innes,b782570f-33a7-4b19-9a22-9cdee89c5f68,Inverter,STP 60-10,139F5003689401N038,69.81,60000,b782570f-33a7-4b19-9a22-9cdee89c5f68,2018-04-05 0:00:00,L1F004,Recurring Underperformance,2023/03/16,2023/03/20,
Woolworths,WOW NSW 1259 Glen Innes,1ba30cdb-67a1-4633-9e78-8bbac9adbf18,sma,Proprietary,WOW NSW 1259 Glen Innes,220788a9-14d1-4a71-85c3-1cdda1af384f,Inverter,STP 60-10,139F5003690301N038,69.81,60000,220788a9-14d1-4a71-85c3-1cdda1af384f,2018-04-05 0:00:00,L1F003,Zero Generation,2023/03/03,2023/03/07,
Woolworths,WOW NSW 1278 Cameron Park,550e7fc1-a2df-48c7-9f4a-b2397e9acdc5,sma,Proprietary,WOW NSW 1278 Cameron Park,dc65a555-d33b-48b8-bef4-9c8e129149cc,Inverter,STP 60-10,139F5009177101N118,61.22,60000,dc65a555-d33b-48b8-bef4-9c8e129149cc,2020-08-18 0:00:00,L1F003,Zero Generation,2023/04/24,2023/04/28,
Woolworths,WOW NSW 1307 Forbes,1215841,sungrow,Proprietary,WOW NSW 1307 Forbes,1215841_1_1_1,Inverter,SG110CX,A22A1500916,110,110000,1215841_1_1_1,2023-04-06 8:44:02,L1S001,Exemplar Data AC,2023/04/20,2023/04/24,
Woolworths,WOW NSW 1307 Forbes,1215841,sungrow,Proprietary,WOW NSW 1307 Forbes,1215841_1_2_1,Inverter,SG110CX,A22A1500897,110,110000,1215841_1_2_1,2023-04-06 8:44:02,L1F004,Recurring Underperformance,2023/04/20,2023/04/24,
Woolworths,WOW NSW 1308 Leeton,480752,sma,Proprietary,WOW NSW 1308 Leeton,480758,Inverter,STP 25000TL-30,1901297075,27.77,25000,480758,2018-12-14 0:00:00,L1S001,Exemplar Data AC,2022/12/16,2022/12/20,
Woolworths,WOW NSW 1335 Moree,828225,sma,Proprietary,WOW NSW 1335 Moree,828235,Inverter,STP 25000TL-30,1901297895,27.77,25000,828235,2019-04-17 0:00:00,L1F011,Non-Zero Tripping,2023/01/06,2023/01/10,
Woolworths,WOW NSW 1366 Ermington,2495292,sma,Proprietary,WOW NSW 1366 Ermington,7097113,Inverter,STP 15000TL-30,1980422346,16.66,15000,7097113,2019-11-25 0:00:00,L1F011,Non-Zero Tripping,2022/11/05,2022/11/10,
Woolworths,WOW NSW 1479 Minto Marketplace,1862454,sma,Proprietary,WOW NSW 1479 Minto Marketplace,1862514,Inverter,STP 25000TL-30,1901309905,27.77,25000,1862514,2019-09-18 0:00:00,L1F011,Non-Zero Tripping,2022/11/21,2022/11/26,
Woolworths,WOW NSW 1579 Kirrawee,6533096,sma,Proprietary,WOW NSW 1579 Kirrawee,6533107,Inverter,STP 110-60,A20B2702451,126.3,110000,6533107,2021-06-04 0:00:00,L1F002,Generation Clipping,2022/11/19,2022/11/26,
Woolworths,WOW NSW 1603 Spring Farm,42d12b02-9034-424f-8f93-b3aa32ec476e,sma,Proprietary,WOW NSW 1603 Spring Farm,6d393249-b3c0-4f12-bfb0-fd1e4d0ed50e,Inverter,STP 25000TL-30,1901219276,27.77,25000,6d393249-b3c0-4f12-bfb0-fd1e4d0ed50e,2017-11-29 0:00:00,L1F011,Non-Zero Tripping,2022/11/05,2022/11/10,
Woolworths,WOW NSW 1625 Emerton,6389662,sma,Proprietary,WOW NSW 1625 Emerton,6389669,Inverter,STP 110-60,A20B2704590,119.7,110000,6389669,2021-04-26 0:00:00,L1F011,Non-Zero Tripping,2022/11/05,2022/11/11,
Woolworths,WOW NSW 1685 Tamworth East,1165350,sungrow,Proprietary,WOW NSW 1685 Tamworth East,1165350_1_3_1,Inverter,SG110CX,A2161806206,120,110000,1165350_1_3_1,2022-09-01 9:56:49,L1F003,Zero Generation,2023/02/12,2023/05/27,
Woolworths,WOW NSW 1685 Tamworth East,1165350,sungrow,Proprietary,WOW NSW 1685 Tamworth East,1165350_1_1_1,Inverter,SG110CX,A2161806338,120,110000,1165350_1_1_1,2022-09-01 9:56:49,L1F011,Non-Zero Tripping,2023/04/21,2023/04/26,
Woolworths,WOW NSW 1922 Gundagai,1187795,sungrow,Proprietary,WOW NSW 1922 Gundagai,1187795_1_1_1,Inverter,SG110CX,A21C2601188,99.98,110000,1187795_1_1_1,2022-12-09 8:41:24,L1F004,Recurring Underperformance,2023/04/21,2023/04/25,
Woolworths,WOW NSW 2694 Mullumbimby,8e191208-c101-4638-9cbc-7d6fcff7db36,sma,Proprietary,WOW NSW 2694 Mullumbimby,72351255-ddf5-4a63-9868-c08d6880babf,Inverter,STP 25000TL-30,1900713456,27.77,25000,72351255-ddf5-4a63-9868-c08d6880babf,2018-06-28 0:00:00,L1F011,Non-Zero Tripping,2022/12/15,2022/12/22,
Woolworths,WOW NSW 2782 Ballina River Street,eaff1475-3c0f-49ba-93d8-4c7d9f2ac462,sma,Proprietary,WOW NSW 2782 Ballina River Street,41ea8cfb-a58a-4fcb-bdb3-affad5a8ef66,Inverter,STP 60-10,139F5003187301N287,67.76,60000,41ea8cfb-a58a-4fcb-bdb3-affad5a8ef66,2018-02-27 0:00:00,L1F003,Zero Generation,2023/02/22,2023/04/28,
Woolworths,WOW NT 5636 Katherine,93ff49ed-ff8a-4728-86f1-77ae458b6e29,sma,Proprietary,WOW NT 5636 Katherine,d7d8df00-02b9-435e-93ab-d54513670656,Inverter,STP 60-10,139F5009187801N118,61.94,60000,d7d8df00-02b9-435e-93ab-d54513670656,2020-07-31 0:00:00,L1F011,Non-Zero Tripping,2023/01/07,2023/01/13,
Woolworths,WOW QLD 2079 Chinchilla,1139870,sungrow,Proprietary,WOW QLD 2079 Chinchilla,1139870_1_2_1,Inverter,SG110CX,A2151904477,120.6,110000,1139870_1_2_1,2022-04-05 14:23:07,L1F002,Generation Clipping,2023/02/22,2023/02/26,
Woolworths,WOW QLD 2259 Coomera East,5332863,sma,Proprietary,WOW QLD 2259 Coomera East,5332898,Inverter,STP 25000TL-30,1901386511,27.71,25000,5332898,2020-07-09 0:00:00,L1F002,Generation Clipping,2022/12/14,2022/12/23,
Woolworths,WOW QLD 2259 Coomera East,5332863,sma,Proprietary,WOW QLD 2259 Coomera East,5332900,Inverter,STP 15000TL-30,1901323916,16.63,15000,5332900,2020-07-09 0:00:00,L1F011,Non-Zero Tripping,2023/04/14,2023/04/19,
Woolworths,WOW QLD 2340 Vincent,0223e42e-fb29-4e25-bf3f-a6d6ba810363,sma,Proprietary,WOW QLD 2340 Vincent,6e2b0302-bf94-43e1-9a48-9d9ada4ec19e,Inverter,STP 60-10,139F5003920101R139,71.87,60000,6e2b0302-bf94-43e1-9a48-9d9ada4ec19e,2018-07-05 0:00:00,L1F000,No Data,2022/11/20,2023/04/29,
Woolworths,WOW QLD 2514 Highfields,26bd39db-c106-4ef7-8442-c05f627ed7ba,sma,Proprietary,WOW QLD 2514 Highfields,1686986f-d87b-4cbf-873c-87a4621ad5fd,Inverter,SHP75-10,139F5006771301N110,92.8,75000,1686986f-d87b-4cbf-873c-87a4621ad5fd,2021-01-22 0:00:00,L1F002,Generation Clipping,2022/12/14,2022/12/21,
Woolworths,WOW QLD 2539 Mt Isa,0f31ce64-13e1-4763-ab70-58382ca141d8,sma,Proprietary,WOW QLD 2539 Mt Isa,b9a5758d-a026-403f-a332-91e29504c75b,Inverter,STP 25000TL-30,1901300815,27.77,25000,b9a5758d-a026-403f-a332-91e29504c75b,2018-02-18 0:00:00,L1F011,Non-Zero Tripping,2023/03/17,2023/03/23,
Woolworths,WOW QLD 2539 Mt Isa,0f31ce64-13e1-4763-ab70-58382ca141d8,sma,Proprietary,WOW QLD 2539 Mt Isa,51afead8-6329-42f6-befb-a974acef0dfa,Inverter,STP 15000TL-30,1901202938,16.66,15000,51afead8-6329-42f6-befb-a974acef0dfa,2018-02-18 0:00:00,L1S001,Exemplar Data AC,2023/04/08,2023/04/12,
Woolworths,WOW QLD 2555 Northside Plaza,e3b558a3-ef22-44f9-8930-b184f639cf89,sma,Proprietary,WOW QLD 2555 Northside Plaza,dd641563-c274-4d54-870f-78430456958c,Inverter,STP 60-10,139F5003690201N038,64.06,60000,dd641563-c274-4d54-870f-78430456958c,2018-04-24 0:00:00,L1S001,Exemplar Data AC,2023/04/08,2023/04/14,
Woolworths,WOW QLD 2568 Emerald,2157457,sma,Proprietary,WOW QLD 2568 Emerald,2157469,Inverter,STP 25000TL-30,1901295587,27.77,25000,2157469,2019-10-18 0:00:00,L1F011,Non-Zero Tripping,2022/11/05,2022/11/11,
Woolworths,WOW QLD 2650 Albany Creek,3172571,sma,Proprietary,WOW QLD 2650 Albany Creek,3172589,Inverter,STP 15000TL-30,1901279085,16.66,15000,3172589,2020-01-20 0:00:00,L1F011,Non-Zero Tripping,2022/12/14,2022/12/18,
Woolworths,WOW QLD 2670 Caloundra,81137cc2-657a-4432-880c-53c58c95da6f,sma,Proprietary,WOW QLD 2670 Caloundra,e33c50e4-7967-45d0-9f95-268a472c05b6,Inverter,STP 60-10,139F5006155601N350,93.98,60000,e33c50e4-7967-45d0-9f95-268a472c05b6,2021-05-18 0:00:00,L1F002,Generation Clipping,2022/11/09,2022/11/13,
Woolworths,WOW QLD 2682 Charters Towers,895033,sma,Proprietary,WOW QLD 2682 Charters Towers,895042,Inverter,STP 15000TL-30,1901279313,16.66,15000,895042,2019-05-01 0:00:00,L1F011,Non-Zero Tripping,2022/11/07,2022/11/11,
Woolworths,WOW QLD 2714 Redland Bay,1163915,sungrow,Proprietary,WOW QLD 2714 Redland Bay,1163915_1_2_1,Inverter,SG110CX,A2151904418,99.9,110000,1163915_1_2_1,2022-08-25 10:41:17,L1F004,Recurring Underperformance,2023/05/20,2023/05/25,
Woolworths,WOW QLD 2866 Bannockburn,6916118,sma,Proprietary,WOW QLD 2866 Bannockburn,7052896,Inverter,STP 110-60,A20B2704644,119.95,110000,7052896,2021-09-09 0:00:00,L1F011,Non-Zero Tripping,2023/01/06,2023/01/11,
Woolworths,WOW QLD 2867 Mount View (Redbank Plains),1161462,sungrow,Proprietary,WOW QLD 2867 Mount View (Redbank Plains),1161462_1_3_1,Inverter,SG110CX,A2161806192,99.82,110000,1161462_1_3_1,2022-08-11 13:08:37,L1F004,Recurring Underperformance,2023/05/19,2023/05/25,
Woolworths,WOW QLD 2867 Mount View (Redbank Plains),1161462,sungrow,Proprietary,WOW QLD 2867 Mount View (Redbank Plains),1161462_1_3_1,Inverter,SG110CX,A2161806192,99.82,110000,1161462_1_3_1,2022-08-11 13:08:37,L1F011,Non-Zero Tripping,2023/04/14,2023/04/18,
Woolworths,WOW QLD 2996 DC Townsville 1,7197523,sma,Proprietary,WOW QLD 2996 DC Townsville 1,7197540,Inverter,STP 110-60,A20B2704506,123.36,110000,7197540,2021-11-04 0:00:00,L1F002,Generation Clipping,2022/02/19,2022/02/23,
Woolworths,WOW QLD 2996 DC Townsville 1,7197523,sma,Proprietary,WOW QLD 2996 DC Townsville 1,7197542,Inverter,STP 110-60,A2130101627,123.36,110000,7197542,2021-11-04 0:00:00,L1F003,Zero Generation,2022/03/16,2022/03/28,
Woolworths,WOW QLD 2996 DC Townsville 2,7197749,sma,Proprietary,WOW QLD 2996 DC Townsville 2,7199979,Inverter,STP 110-60,A2130101625,124.51,110000,7199979,2021-11-04 0:00:00,L1F002,Generation Clipping,2022/02/18,2022/02/24,
